Symbol,Open,High,Low,Close,Adj Close,Volume,52High,52Low
AAN,44.94,45.67,43.86,,,"478,462",78.65,13.005
AAOI,14.23,14.5,13.62,,,"1,056,028",15.98,5
AAON,58.49,60,58.02,,,"290,140",60,40.4809
AAT,26.18,26.72,25.83,,,"406,850",49.26,20.15
AAWW,48.74,49.4,47.85,,,"396,361",51,14.97
AAXN,87.53,89.8887,86.56,,,"660,402",104.9,49.8
ABCB,23.42,23.57,22.33,,,"555,877",44.9,17.12
ABEO,2.95,2.99,2.87,,,"564,956",5.19,1.35
ABG,106.15,109.735,105.12,,,"507,774",123.445,39.36
ABM,35.14,36.09,34.95,,,"451,805",42.67,19.7906
ABTX,24.19,24.28,23.38,,,"39,065",38.95,20.88
AC,38.7,39.24,37.96,,,"28,402",65.46,24.33
ACA,42.67,43.23,42.36,,,"200,543",47.85,28.14
ACAD,43.75,44.82,42.75,,,"2,655,360",58.72,22.33
ACBI,11.25,11.29,10.99,,,"45,367",20.21,8.89
ACCO,7,7.065,6.82,,,"484,552",11.3799,3.51
ACER,3.27,3.51,3.21,,,"109,685",7.25,1.08
ACIA,67.69,67.89,67.6,,,"453,707",69.13,60.62
ACIW,27.785,28.19,27.55,,,"705,180",39.37,20.03
ACLS,28.4,29.53,27.98,,,"242,822",29.7,12.99
ACNB,22.67,23.5,22.58,,,"11,412",37.9,20.05
ACOR,0.8017,0.9,0.7801,,,"2,451,422",7.13,0.6516
ACRE,8.92,9.2,8.9,,,"377,591",17.72,2.78
ACRS,2.24,2.39,2.205,,,"538,566",3.34,0.7
ACRX,1.12,1.18,1.08,,,"2,862,678",2.8,0.7014
ACTG,4.02,4.32,3.96,,,"434,263",4.46,1.75
ADC,63.38,64.635,62.38,,,"572,542",80.51,45.23
ADES,4.6,4.75,4.58,,,"93,136",15.34,4.44
ADMA,2.96,3.1159,2.91,,,"1,731,872",5.4844,1.45
ADMS,2.61,2.705,2.6,,,"264,707",7.78,1.9
ADNT,18.13,18.5,17.76,,,"604,274",29.275,5.9001
ADRO,2.775,2.86,2.72,,,"207,512",4.04,0.9011
ADSW,30.16,30.19,30.16,,,"732,984",33.15,28.55
ADTN,12.82,12.89,12.45,,,"450,372",12.62,4.8
ADUS,94.9,95,92.12,,,"98,484",104.5622,43.125
ADVM,17.27,17.88,17.08,,,"806,636",26.98,4.96
AEGN,16.37,16.5,16.06,,,"84,678",23.645,11.4
AEIS,71.82,72.9125,70.485,,,"473,339",78.49,33.38
AEL,26,26.315,25.68,,,"953,632",34.16,9.07
AEO,10.12,10.3499,9.955,,,"4,777,433",18.07,6.535
AERI,12.61,13.33,12.51,,,"597,920",26.26,10.8
AFI,2.97,3.1099,2.95,,,"177,877",9.23,1.12
AFIN,7.15,7.2693,7.04,,,"305,682",15.18,4.2
AFMD,4.11,4.2668,4.08,,,"675,696",4.91,1.42
AGE,1.33,1.54,1.33,,,"679,428",3.14,0.666
AGEN,3.4,3.5478,3.37,,,"2,095,671",4.785,1.82
AGLE,7.49,8.02,7.32,,,"120,663",11.38,3.5
AGM,61.53,61.72,60.48,,,"25,065",88.46,40.05
AGS,3.42,3.65,3.3,,,"316,361",19.35,0.7011
AGX,46.01,46.59,45.6,,,"109,295",48.25,29.9116
AGYS,18.25,18.85,17.96,,,"123,524",37.17,12.61
AHH,9.67,9.85,9.47,,,"192,807",19.43,6.4
AHT,4.41,4.85,4.26,,,"1,385,722",34.35472837,4.6198
AI,3.03,3.0729,3.015,,,"162,562",6.77,1.4
AIMC,34.12,34.16,32.39,,,"521,792",38.43,12
AIMT,14.81,15.53,14.56,,,"1,389,769",37,10.09
AIN,52.24,53.065,51.78,,,"249,861",92.045,30.46
AIR,19.23,19.69,18.55,,,"596,202",52.78,8.56
AIRG,13.16,13.37,12.6,,,"222,087",13.43,5.63
AIT,65.03,65.54,64.09,,,"159,302",70.62,30.66
AJRD,38.04,38.96,37.9,,,"493,568",57.2749,34.01
AJX,8.89,9.24,8.86,,,"69,861",15.96,3.96
AKBA,11.98,12.64,11.8801,,,"779,378",13.71,2.99
AKCA,12.79,12.81,12.17,,,"351,279",23.98,8
AKR,12.08,12.23,11.83,,,"520,416",29.5496,9.5907
AKTS,8.09,8.28,7.93,,,"323,051",9.4,3.76
ALBO,26.26,27.48,25.76,,,"86,372",31.5,11.26
ALCO,31.45,32.18,29.5242,,,"98,609",38.25,22.55
ALDX,6.33,6.6,6.01,,,"950,989",8.05,1.48
ALE,59.61,60.12,59.1401,,,"285,916",88.6,48.22
ALEC,22.29,23.32,21.85,,,"357,104",35.93,13.64
ALEX,12.28,12.44,12.08,,,"331,693",25.38,8.3189
ALG,103.14,103.58,101.01,,,"53,820",132.96,70.99
ALGT,113.76,117.82,110.93,,,"152,229",183.26,60.06
ALLK,84.1,84.46,82.04,,,"226,417",139.99,30.32
ALLO,39.45,40.95,39.22,,,"346,417",55,17.43
ALOT,6.9,7.2,6.82,,,"26,052",24.6101,5.29
ALRM,71.61,74.66,71.21,,,"403,236",74.07,32
ALTM,13.68,13.97,13.5,,,"54,773",74.2,9.4
ALTR,38.95,40.48,38.73,,,"201,488",43.28,23.04
ALX,249.01,251.875,247.55,,,"14,017",391.75,223.025
AMAG,10.075,10.44,9.09,,,"1,693,284",13.53,4.41
AMAL,11.32,11.52,11.15,,,"39,523",20,7.9
AMBA,45.26,46.75,45.12,,,"363,131",73.59,36.02
AMBC,13.45,13.64,13.32,,,"181,031",22.9,8.74
AMC,4.06,4.175,4,,,"3,570,446",12.49,1.95
AMED,215.47,218.97,214.5,,,"172,606",218.94,121.0013
AMEH,16.76,16.8,16.32,,,"64,125",23.26,9.27
AMKR,12.64,12.985,12.15,,,"1,625,618",15.245,5.4
AMN,54.61,55.19,53.08,,,"487,529",89.22,36.65
AMNB,23.27,23.955,23.0779,,,"10,106",40.57,18.5338
AMOT,36.71,37.09,36.5,,,"21,495",49.98,19
AMPH,20.39,20.81,20.34,,,"176,200",22.85,12.325
AMRC,28.68,29.35,28.4201,,,"185,050",32.48,13.11
AMRS,4.2,4.28,4.1,,,"906,117",6.07,1.4
AMRX,4.46,4.495,4.35,,,"848,516",5.79,2.27
AMSC,9.52,9.955,9.41,,,"328,415",9.99,4.4
AMSF,64.15,64.55,62.26,,,"64,672",80.65,48.02
AMSWA,15.605,15.88,15.27,,,"159,335",21.48,9.05
AMTB,13.6,13.75,13,,,"24,775",23.59,10.05
AMWD,77.54,79.82,75.41,,,"206,952",117.7,35.3
ANAB,20.47,21.245,20.25,,,"140,888",56.72,10
ANDE,14.22,14.27,13.74,,,"177,370",28.82,10
ANF,10.22,10.27,9.9119,,,"2,071,164",19.18,7.415
ANGO,8.69,8.94,8.605,,,"382,506",21.59,7.48
ANH,1.8,1.8482,1.79,,,"302,871",3.95,0.79
ANIK,36.47,36.94,35.79,,,"79,895",75.715,22.01
ANIP,28.14,28.64,27.55,,,"71,839",86.96,25.2309
AOSL,10.7,10.91,10.6,,,"40,897",14.5,5.82
APAM,34.46,34.95,34.28,,,"415,019",38.09,17.69
APEI,32.45,32.95,32.09,,,"76,316",34.63,18.47
APLS,29.3,31.77,29.145,,,"1,267,008",45.04,16.85
APOG,23.56,23.93,23.07,,,"244,701",46.7,13.767
APPF,140.96,148.2,139.74,,,"92,887",180.5595,81.01
APPN,49.5,51.865,48.55,,,"570,526",64.72,29.07
APPS,12.36,12.94,12.17,,,"1,426,718",13.96,3.48
APTS,7.45,7.54,7.25,,,"382,321",15.13,5.2688
APYX,5.15,5.33,5.11,,,"42,823",8.59,2.805
AQUA,19.7,20.11,19.57,,,"445,849",25.23,7.085
ARA,6.74,6.93,6.72,,,"32,459",13.8,5.57
ARAY,2.3,2.38,2.26,,,"954,303",4.68,1.33
ARCB,30.61,30.9,30.29,,,"169,405",32.455,13.54
ARCH,29.41,30.04,27.665,,,"262,053",92.37,21.8
ARDX,6.57,6.77,6.52,,,"280,228",8.815,2.1
ARES,40.49,41.32,40.09,,,"417,577",41.88,20.2001
ARGO,34.49,34.95,34.09,,,"198,240",71.48,25
ARI,9.44,9.665,9.43,,,"766,909",19.76,4.12
ARL,9.74,10.2,9.58,,,995,17.89,5.99
ARLO,3.65,3.89,3.352,,,"1,836,363",5.13,1.2
ARNA,63.63,65.35,63.36,,,"804,737",69.75,32.95
AROC,7.14,7.15,6.81,,,"1,247,448",11.43,2.09
AROW,29.02,29.11,28.31,,,"31,796",38.3095,20.785
ARR,9.5,9.9,9.43,,,"1,156,057",21.15,4.95
ARTNA,36.82,36.91,36.45,,,"29,147",39.6,30.01
ARVN,34.36,35.44,34.1744,,,"203,737",61.57,15.185
ARWR,46.66,49.4,46.32,,,"844,083",73.72,19.5101
ASC,4.02,4.0497,3.92,,,"258,926",9.79,3.7301
ASGN,69.92,70.71,68.54,,,"222,220",72.66,29.04
ASIX,11.74,12.07,11.33,,,"296,472",27.22,8.06
ASMB,23.25,24.73,22.89,,,"305,609",27.84,8.1301
ASNA,0.587,0.7,0.57,,,"3,980,541",12.6,0.7715
ASPS,13.56,14.1,13.4,,,"72,435",23.58,6
ASRT,0.9609,1.15,0.9392,,,"1,699,828",3.55,0.55
ASTE,45.45,46.43,43.92,,,"231,937",49.18,25.17
AT,2.04,2.06,2.02,,,"218,813",2.56,1.7
ATEC,5.05,5.08,4.87,,,"266,327",7.93,2.19
ATEN,7.45,7.49,7.26,,,"691,125",8.29,3.43
ATEX,42.17,42.5225,41.7,,,"49,081",57.75,29.38
ATGE,36.47,36.505,36.01,,,"399,218",51.79,19.76
ATHX,2.91,3.09,2.88,,,"2,791,690",4.38,1.13
ATI,9.46,9.82,9.26,,,"3,086,239",24.17,4.95
ATKR,27.46,27.65,26.85,,,"149,591",43.5,10.85
ATLO,19.185,19.23,19,,,"6,931",29.295,17.25
ATNI,58.05,58.42,56.68,,,"30,113",79.64,37.01
ATNX,11.81,12.11,11.6802,,,"399,532",19.085,5.63
ATRA,13.97,14.39,13.65,,,"402,086",19.36,4.52
ATRC,44.99,46.42,44.7,,,"163,827",51.76,22.57
ATRI,624.33,634.02,624.33,,,"3,399",846.15,579
ATRO,9.315,9.63,9.02,,,"227,429",38.66,6.99
ATRS,2.81,2.84,2.76,,,"552,593",5.13,1.6
ATSG,24.11,24.26,23.935,,,"518,520",25.6,13.2001
AUB,23.79,24.27,22.53,,,"303,955",40.2,18.55
AVA,37.84,38.09,37.59,,,"245,521",53,32.09
AVAV,77.61,79.9799,76.325,,,"301,432",80.765,45
AVCO,1.68,1.74,1.66,,,"143,529",2.65,0.5
AVD,13.4,13.62,13.33,,,"59,289",19.6,11.35
AVID,8.22,8.33,8.055,,,"307,931",10.79,4.67
AVNS,32.21,32.94,31.72,,,"267,776",48.07,19.46
AVRO,18.79,19.43,18.77,,,"133,040",29.32,9.76
AVXL,4.47,4.63,4.4,,,"451,646",6.31,2.2
AVYA,12.43,12.81,12.39,,,"876,713",15.61,6.13
AWR,81.34,82.19,80.83,,,"169,944",96.64,65.11
AX,21.1,21.27,20.36,,,"182,739",30.89,13.685
AXAS,0.2315,0.2549,0.224,,,"5,692,572",0.96,0.09
AXDX,16.56,17.2,15.95,,,"188,750",22.13,4.53
AXGN,12.035,12.53,12,,,"272,182",18.84,7.16
AXL,7.76,7.86,7.5101,,,"1,364,037",12.595,2.5
AXLA,4.51,4.79,4.5,,,"224,537",8.81,2.25
AXNX,39.9,41.375,39.575,,,"266,637",41.845,15.25
AXSM,79.9,83.5,79.37,,,"256,516",109.94,13.64
AXTI,5.28,5.54,5.13,,,"641,444",5.99,1.85
AZZ,32.21,32.31,31.48,,,"169,782",49.46,19.31
B,38.7,39.44,37.81,,,"304,906",68.6,30.22
BANC,10.96,11.24,10.23,,,"389,015",19.12,6.44
BAND,137.64,142,136.07,,,"401,212",143.28,42.61
BANF,39.9,40.26,38.93,,,"64,171",63.96,26.0001
BANR,37.54,39.41,36.725,,,"237,080",60.21,27.12
BATRA,19.26,19.62,19.13,,,"54,103",30.16,13.59
BATRK,18.97,19.26,18.84,,,"99,487",30.03,13.2
BBBY,10.165,10.535,9.93,,,"11,754,806",17.79,3.43
BBCP,3.71,3.8404,3.57,,,"158,921",6.1047,1.82
BBSI,52.27,53.43,51.78,,,"33,858",95.64,27.25
BBX,15.1,17.24,13.3313,,,"129,112",25.45,5.525
BCBP,8.96,9,8.8,,,"13,085",14.5,8.19
BCC,45.54,46.42,44.95,,,"328,421",45.59,20.08
BCEI,19.03,19.8686,18.75,,,"321,935",26.7521,8.25
BCML,11.64,12.15,11.64,,,"6,803",24.89,10.08
BCO,39.11,39.32,38.18,,,"463,641",97.12,33.1685
BCOR,11.68,11.86,11.51,,,"226,056",30.81,8.66
BCOV,11.64,13.36,9.96,,,"10,811,083",12.88,5.44
BCPC,100.02,100.36,98.52,,,"129,204",113.925,78.3
BCRX,4.57,4.835,4.48,,,"6,045,065",6.2862,1.38
BDC,33.59,34.1,33.05,,,"253,126",57,25.54
BDGE,18.43,18.45,17.86,,,"100,048",34.25,17.17
BDSI,4.24,4.44,4.205,,,"540,478",7.21,2.85
BE,17.57,18.58,17.25,,,"3,526,517",19.67,2.44
BEAT,41.1,42,40.805,,,"290,227",55.85,27.35
BECN,28.86,29.62,28.5,,,"298,412",37.87,11.665
BELFB,11.16,11.54,11.12,,,"17,229",21.5,6.3
BFC,63.59,63.59,62.32,,,"9,525",71.39,43.6346
BFIN,7.51,7.64,7.45,,,"23,449",14.287,6.73
BFS,30.83,30.97,30.25,,,"41,640",57.29,23.58
BFST,14,14.61,13.85,,,"34,616",26.64,9.17
BGS,26.65,26.96,26.195,,,"506,754",26.61,10.39
BGSF,9.54,9.74,9.44,,,"43,058",22.38,5.6898
BH,62.2,63.87,60.43,,,"8,779",124.99,37.85
BHB,20.38,21.19,20.35,,,"41,800",26.45,13.05
BHE,20.42,20.54,20.055,,,"170,835",37.36,14.06
BHLB,10.98,10.99,10.45,,,"427,398",33.72,9.15
BHR,2.46,2.49,2.36,,,"294,356",10.39,1.14
BHVN,71.13,75.29,70.39,,,"526,073",78.75,26.56
BIG,41.73,43,41.01,,,"1,242,079",44.9,10.125
BJ,40.94,42.0637,40.75,,,"1,696,858",41.53,18.84
BJRI,19,19.2,18.21,,,"762,799",44.47,6.01
BKD,2.61,2.87,2.56,,,"2,359,656",8.8,1.47
BKE,15.58,15.71,15.14,,,"567,561",28.5231,11.76
BKH,61.9,62.36,61.09,,,"350,562",87.12,48.07
BL,86.4,89.74,85.74,,,"406,880",90.7,38.32
BLBD,12.98,13.18,12.9,,,"69,848",23.99,8.4
BLD,124.65,129.635,123.33,,,"286,718",134.75,54.83
BLDR,23.26,24,22.94,,,"1,020,533",28.43,9
BLFS,20.57,21.015,20.18,,,"189,977",22.25,7.37
BLKB,55.27,56.315,54.51,,,"322,957",97.35,38.22
BLMN,10.76,10.94,10.42,,,"3,253,117",24.29,4.54
BLX,11.15,11.23,10.96,,,"81,404",22.85,7.7301
BMCH,25.89,26.36,25.78,,,"322,611",31.67,13.38
BMI,64.04,64.56,63.3,,,"140,385",70.835,41.5
BMRC,32.72,32.96,31.42,,,"21,775",47.77,23.8005
BMTC,28.1,28.13,27.35,,,"86,690",41.405,22.2
BNED,2.16,2.22,2.07,,,"635,940",5.1,1.11
BNFT,11.08,11.29,10.94,,,"492,523",28.25,6.09
BOCH,7.82,7.99,7.39,,,"25,690",12.31,5.68
BOMN,16.1,16.37,15.85,,,"52,265",24.7211,13.0449
BOOM,29.2,29.27,28.32,,,"192,854",62.835,20.15
BOOT,19.79,19.9,19.03,,,"608,380",48.11,8.03
BOX,18.28,18.99,18.22,,,"2,552,093",22.09,8.64
BPFH,6.305,6.35,6.08,,,"609,141",13.08,5.18
BPMC,76.01,79.23,75.15,,,"382,617",102.98,43.29
BPRN,18.32,19,18.25,,,"3,656",32.25,17.5
BRC,47.39,47.81,47.03,,,"147,981",59.11,33
BREW,14.505,14.57,14.19,,,"38,834",16.61,7.11
BRG,7.55,7.8,7.2865,,,"135,031",12.655,3.79
BRID,17.11,17.25,16.8,,,"2,420",36.78,14.06
BRKL,9.99,10.01,9.42,,,"401,381",16.96,8.13
BRKS,45.7,47.31,45.37,,,"532,792",50.35,21.19
BRT,10.81,11.04,10.59,,,"31,119",18.75,6
BRY,5.11,5.185,4.9,,,"181,448",11.72,1.82
BSET,8.02,8.2,7.93,,,"29,080",18.24,4.25
BSGM,7.84,8.15,7.6128,,,"620,032",12.43,2.36
BSIG,12.34,12.64,12.24,,,"528,526",13.04,3.61
BSRR,19.27,19.56,18.53,,,"38,899",30.15,13.05
BSTC,63.39,64.42,62.87,,,"22,275",69.5138,42
BSVN,9.45,9.87,9.38,,,"4,383",20.04,5.58
BTAI,61.59,65,60.7,,,"553,133",71.5,3.76
BTU,3.1,3.14,2.835,,,"1,532,001",23.71,2.51
BUSE,17.77,17.84,17.06,,,"187,294",28,11
BV,12.1,12.3,11.81,,,"320,905",20.27,6.85
BWB,9.52,9.6,9.21,,,"22,387",13.9,7.99
BWFG,15.84,16.1,15.71,,,"1,951",30,12.07
BXC,11.61,12,11.15,,,"128,362",35.4,3.6
BXG,6.35,6.93,5.86,,,"396,022",10.79,3.25
BXMT,23.28,23.67,23.21,,,"693,479",40.62,12.67
BXS,22.37,22.64,21.88,,,"658,815",32.97,17.21
BY,13.08,13.08,12.5,,,"29,751",20.73,8.13
BYD,21.88,22.03,21.42,,,"2,270,478",36.22,6.44
BYSI,12.78,13.64,12.7,,,"120,975",23,9.38
BZH,11.36,12.14,11.07,,,"714,772",17.23,4.3863
CAC,34.26,34.54,33.87,,,"76,638",48.48,25.735
CADE,8.37,8.4,7.825,,,"2,985,645",18.28,4.63
CAI,17.67,17.79,16.8,,,"72,132",29.57,10.13
CAKE,23.995,24.1,22.92,,,"2,235,497",45.24,14.52
CAL,7.72,7.95,7.4101,,,"488,148",24.865,3.12
CALA,5.16,5.36,5.11,,,"406,600",8.18,2.45
CALM,43.93,44.36,43.63,,,"348,339",46.65,30.74
CALX,20.67,21.43,19.72,,,"3,024,512",20.2362,5.5973
CAMP,7.58,7.685,7.49,,,"198,626",12.3231,3.7
CAR,28.99,29.84,28.51,,,"2,088,202",52.98,6.35
CARA,17.63,18.15,17.52,,,"384,174",26.67,8.88
CARE,7.4,7.55,7.3,,,"34,739",24.25,6.44
CARG,25.07,25.36,24.16,,,"1,076,326",40.91,14.25
CARS,6.32,6.55,6.08,,,"1,235,427",20.68,3.25
CASA,4.53,4.75,4.395,,,"500,370",8.03,1.85
CASH,19.78,19.98,19.0341,,,"270,626",40,13.09
CASI,1.94,1.99,1.93,,,"709,213",3.82,1.15
CASS,38.89,39.65,38.83,,,"61,815",60.97,28.8501
CATC,54.44,55.25,53.99,,,"9,437",82.8,44.2
CATM,23.39,23.97,23.25,,,"263,020",47.41,15.71
CATO,7.34,7.41,7.18,,,"259,520",19.73,6.88
CATY,25.68,25.84,25.16,,,"382,018",38.91,17.58
CBAN,10.37,10.77,10.21,,,"5,158",17,8.7
CBAY,4.39,5.08,4.28,,,"44,127,031",6.56,1.21
CBB,14.92,14.93,14.87,,,"277,746",16.05,3.19
CBL,0.1876,0.192,0.1751,,,"7,685,081",1.78,0.18
CBMG,13.99,14.11,13.73,,,"38,044",18.99,10.98
CBNK,11.3,11.4339,11,,,"33,308",15.07,6.98
CBRL,106.84,108.05,104.06,,,"325,653",176.24,53.61
CBTX,17.78,17.88,17.51,,,"28,906",31.73,12.5
CBU,59.17,59.25,57.65,,,"254,816",72.63,47.0101
CBZ,23.15,23.5,23.1,,,"222,996",28.73,16.85
CCB,13.63,14.37,13.61,,,"13,115",18.585,8.4101
CCBG,20.11,20.17,19.1,,,"29,067",30.95,15.61
CCF,104.84,107.01,104.61,,,"12,724",127.5,52
CCMP,150.86,152.88,148.67,,,"208,172",169.13,85.262
CCNE,17.55,17.69,16.9346,,,"52,548",33.78,13.25
CCO,0.9476,0.955,0.91,,,"940,423",3.73,0.3625
CCOI,84.39,84.75,83.49,,,"169,814",92.9591,53.24
CCRN,6.66,6.82,6.49,,,"192,536",13.42,4.5
CCS,35.11,37.39,33.9577,,,"397,573",39.31,9.04
CCXI,53.5,56.3322,52.94,,,"324,736",65.43,6.16
CDE,7.46,7.74,7.172,,,"14,982,195",8.29,1.98
CDLX,69.53,74.474,68,,,"474,743",107.5,26.07
CDMO,6.98,7.19,6.92,,,"263,734",8.38,3.02
CDNA,33.5,35.05,33.11,,,"406,485",38.5,13.04
CDR,0.901,0.9217,0.89,,,"332,353",3.69,0.5251
CDXC,5.11,5.12,4.93,,,"269,664",5.8,2.5
CDXS,12.08,12.27,11.91,,,"214,167",18.87,8.43
CDZI,10.51,10.575,10.49,,,"140,442",13.15,8.42
CECE,7.07,7.11,6.75,,,"70,152",9.51,3.531
CEIX,5.61,5.89,5.37,,,"362,423",23.53,3.35
CELC,5.71,5.99,5.65,,,"2,500",23.8,4.03
CELH,14.55,14.97,14.31,,,"467,057",14.785,3.06
CENT,37.15,37.405,36.08,,,"59,928",38.07,22.4
CENTA,34.35,34.39,33.31,,,"258,970",35.16,20.505
CENX,7.53,7.83,7.44,,,"1,162,683",8.42,2.91
CERC,2.74,2.93,2.7,,,"769,401",6.19,1.52
CERS,6.61,6.895,6.59,,,"1,434,913",7.49,2.71
CETV,3.89,3.97,3.89,,,"338,466",5.03,1.8
CEVA,38.48,39.63,38.1101,,,"92,137",39.9971,20.45
CFFI,29.7,30.7,29.62,,,"3,968",57.61,28
CFFN,10.03,10.08,9.81,,,"608,980",14.57,9.83
CFMS,0.782,0.805,0.77,,,"261,218",3.02,0.5003
CHAP,0.5001,0.54,0.491,,,"1,839,236",4.26,0.211
CHCO,64.15,64.73,62.58,,,"114,732",83.07,53.06
CHCT,43.95,44.73,43.25,,,"136,874",52.329,20.1184
CHDN,131.64,134.69,130.0901,,,"241,259",167.525,52.9
CHEF,12.59,12.81,12.33,,,"778,622",42.06,3.55
CHGG,74.63,79.09,73.16,,,"2,950,269",77.9,25.89
CHMA,4.53,4.78,4.49,,,"419,215",7.75,2.88
CHMG,27.55,28.28,27.385,,,"6,828",47.03,21.75
CHMI,9.23,9.33,9.11,,,"115,744",16.3434,2.76
CHRA,2.6,2.76,2.56,,,"20,205",5.73,1.28
CHRS,18.02,18.48,17.81,,,"741,948",23.91,10.8616
CHS,1.42,1.45,1.37,,,"1,273,477",5.14,0.9301
CHUY,14.02,14.26,13.8,,,"163,012",29.45,7.28
CIA,5.76,5.84,5.7,,,"43,954",7.72,3.55
CIO,9.68,9.852,9.63,,,"251,448",14.5,6.5
CIR,28.8,29.19,28.19,,,"124,665",46.79,8
CIVB,13.9,14.06,13.66,,,"76,774",24.32,11.62
CIX,13.46,14,13.46,,,"2,096",17.57,10.53
CKH,27.95,28.03,26.84,,,"106,613",51.42,22.23
CKPT,2.43,2.55,2.35,,,"645,629",3.34,1.05
CLAR,11.25,11.455,11.08,,,"191,795",14.665682,7.861704
CLBK,13.18,13.39,13.11,,,"83,308",17.34,12
CLCT,37.5,38.48,36.89,,,"90,993",39.48,13.26
CLDR,11.54,11.95,11.3721,,,"4,888,283",13.93,4.76
CLDT,5.45,5.53,5.25,,,"508,388",18.98,3.44
CLF,5.75,5.88,5.67,,,"5,184,023",11.28,2.63
CLFD,13.99,14,13.81,,,"53,772",14.9,8.32
CLI,14.62,14.78,14.51,,,"263,667",24.09,12.9
CLNC,6.65,6.775,6.55,,,"230,728",16.36,2.46
CLNE,2.54,2.61,2.44,,,"2,785,426",3.75,1.05
CLPR,6.67,7.06,6.57,,,"46,806",12.05,4.32
CLVS,6.55,6.799,6.1487,,,"5,870,343",17.37,2.93
CLW,37.67,37.88,37.06,,,"98,887",39.605,11.88
CLXT,4.52,4.8,4.46,,,"42,341",10.1899,2.4
CMC,20.47,20.9284,20.41,,,"954,385",24.04,10.76
CMCO,33.97,34.08,33.505,,,"143,946",42.77,19.2
CMCT,11.12,11.5796,11,,,"6,478",69.3093,6.27
CMLS,3.94,4.0858,3.84,,,"179,857",18.15,3
CMO,5.96,6.03,5.9085,,,"603,484",9.1,1.97
CMP,52.45,53.58,51.96,,,"185,229",66.14,34.3901
CMPR,80.65,84.12,80.28,,,"164,539",145.09,40.8
CMRE,5.46,5.47,5.06,,,"1,198,063",10.845,3.16
CMRX,3.64,3.885,3.58,,,"406,505",3.885,1.19
CMTL,16.52,16.54,15.78,,,"222,912",38,11.48
CNBKA,75.82,78.2,75.71,,,"9,138",93.49,51.4
CNCE,10.1,10.39,9.44,,,"184,800",13.09,5.36
CNDT,2.05,2.14,1.98,,,"2,128,682",9.36,1.54
CNMD,83.16,84.76,81.6,,,"282,529",116.81,37.66
CNNE,38.65,40.3,38.03,,,"646,156",44.87,20.51
CNO,16.09,16.15,15.37,,,"1,581,609",20.93,8.79
CNOB,14.22,14.48,13.92,,,"89,822",26.5,8.855
CNR,5.93,6.17,5.84,,,"611,770",9.79,2.54
CNS,64.06,68.01,63.47,,,"173,820",78.23,33.52
CNSL,6.1,6.1401,5.95,,,"444,038",7.51,3.24
CNST,28.24,29.15,27.75,,,"263,598",59.4899,6.01
CNTY,4.16,4.425,4.07,,,"537,535",10.15,1.01
CNX,9.48,9.61,8.63,,,"4,144,522",14.19,4.26
CNXN,42.33,43.1,42.06,,,"71,934",56.33,30.1
CODA,5.5,5.765,5.41,,,"39,314",13.05,4.26
COHU,18.22,18.27,17.24,,,"273,669",26.43,8.8901
COKE,228.54,228.64,226,,,"51,984",382.5127,188.08
COLB,30.87,31.19,29.75,,,"523,090",41.4,19.11
COLL,16.9,17.68,16.65,,,"347,625",25.59,10.01
CONN,10.26,10.58,9.97,,,"355,379",27.57,2.83
COOP,13.33,13.5,13.24,,,"533,543",14.68,4.31
CORE,26.22,26.45,25.96,,,"192,039",38.5,20.935
CORR,8.3,8.4367,8.08,,,"227,551",49.75,7.32
CORT,16.25,16.7,16.15,,,"1,013,636",18.525,9.7
COWN,17.58,17.93,17.32,,,"382,221",18.36,5.75
CPE,1.27,1.34,1.23,,,"17,575,630",5.36,0.38
CPF,15.28,15.34,14.89,,,"90,069",30.56,12.4
CPK,85.77,86.78,85.02,,,"35,838",101.29,69.47
CPLG,5.1,5.14,4.89,,,"222,951",12.25,2.18
CPRX,4.77,4.93,4.71,,,"1,212,460",7.67,2.55
CPS,12.17,12.5,11.95,,,"127,870",50.78,6.64
CPSI,25.45,25.7,25.12,,,"78,878",35.78,16.93
CRAI,40.81,41.4,40.45,,,"28,944",58.19,21.96
CRBP,6.8,6.98,6.61,,,"1,668,560",8.7792,3.29
CRD/A,7.65,7.72,7.48,,,"22,076",11.9,5.43
CRK,5.54,5.6,5.18,,,"3,067,556",10.6985,4.05
CRMD,5.84,5.99,5.66,,,"154,546",9.93,2.16
CRMT,102.69,104.41,97.7508,,,"96,373",129.7,35.18
CRNX,14.39,14.75,14.35,,,"109,784",26.67,10.63
CROX,35.96,36.78,35.17,,,"944,423",43.7938,8.4
CRS,22.65,23,22.25,,,"316,990",56.33,13.6
CRTX,43.19,44.83,42.78,,,"65,324",73.84,19.35
CRUS,65.08,66.13,64.39,,,"598,158",91.63,47.04
CRVL,77.81,78.27,77.04,,,"46,021",96.45,44.67
CRY,18.76,18.99,18.49,,,"241,662",33,12.63
CSGS,40.63,41.61,40.47,,,"167,342",58.69,36.33
CSII,30.305,31.2,29.89,,,"294,310",55.2173,26
CSLT,1.08,1.19,1.08,,,"1,579,019",3.03,0.6
CSOD,36.42,37.44,36.16,,,"373,796",64.45,22.22
CSTE,11.34,11.35,10.91,,,"68,596",17.85,7.65
CSTR,10.9,11.1,10.78,,,"17,593",17.48,7.44
CSV,19.4,19.61,18.81,,,"390,798",28.5,13.54
CSWI,68.05,69.99,67.9,,,"55,622",81.06,50.13
